"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LUX","Luxembourg","T_GDPEMP","GDP per person employed","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,144509.32524,,
"LUX","Luxembourg","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",0.344046,,
"LUX","Luxembourg","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",184.763919,,
"LUX","Luxembourg","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",140.392331,,
"LUX","Luxembourg","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",121.065537,,
"LUX","Luxembourg","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",131.605422,,
"MEX","Mexico","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2018","2018","NATCUR","National currency","6","Millions",,,23523247.152,,
"MEX","Mexico","T_GDPPOP","GDP per head of population","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,188809.61689,,
"MEX","Mexico","T_GDPHRS","GDP per hour worked","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,203.767782,"E","Estimated value"
"MEX","Mexico","T_GDPEMP","GDP per person employed","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,437876.42778,,
"MEX","Mexico","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","6","Millions",,,2556350.973,,
"MEX","Mexico","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,20518.580821,,
"MEX","Mexico","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,22.144135,"E","Estimated value"
"MEX","Mexico","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,47585.515085,,
"MEX","Mexico","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","6","Millions",,,2388523.061,,
"MEX","Mexico","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,19171.508133,,
"MEX","Mexico","T_GDPHRS","GDP per hour worked","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,20.690343,"E","Estimated value"
"MEX","Mexico","T_GDPEMP","GDP per person employed","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,44461.461416,,
"MEX","Mexico","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",12.40233,,
"MEX","Mexico","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",32.546937,,
"MEX","Mexico","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",29.624061,"E","Estimated value"
"MEX","Mexico","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",36.458387,,
"MEX","Mexico","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",109.86656,"E","Estimated value"
"NLD","Netherlands","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2018","2018","NATCUR","National currency","6","Millions",,,773987,,
"NLD","Netherlands","T_GDPPOP","GDP per head of population","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,44915.68013,,
"NLD","Netherlands","T_GDPHRS","GDP per hour worked","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,57.347468,,
"NLD","Netherlands","T_GDPEMP","GDP per person employed","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,82374.09536,,
"NLD","Netherlands","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","6","Millions",,,997729.784,,
"NLD","Netherlands","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,57899.824977,,
"NLD","Netherlands","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,73.925371,,
"NLD","Netherlands","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,106186.65219,,
"NLD","Netherlands","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","6","Millions",,,917047.953,,
"NLD","Netherlands","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,53217.73172,,
"NLD","Netherlands","T_GDPHRS","GDP per hour worked","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,67.947366,,
"NLD","Netherlands","T_GDPEMP","GDP per person employed","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,97599.824713,,
"NLD","Netherlands","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",4.840561,,
"NLD","Netherlands","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",91.841731,,
"NLD","Netherlands","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",98.896151,,
"NLD","Netherlands","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",81.356566,,
"NLD","Netherlands","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",92.86684,,
"NZL","New Zealand","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2018","2018","NATCUR","National currency","6","Millions",,,306721,,
"NZL","New Zealand","T_GDPPOP","GDP per head of population","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,62313.802771,,
"NZL","New Zealand","T_GDPHRS","GDP per hour worked","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,66.622006,,
"NZL","New Zealand","T_GDPEMP","GDP per person employed","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,116854.99848,,
"NZL","New Zealand","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","6","Millions",,,215287.748,,
"NZL","New Zealand","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,43738.114664,,
"NZL","New Zealand","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,46.762046,,
"NZL","New Zealand","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,82020.629381,,
"NZL","New Zealand","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","6","Millions",,,194956.166,,
"NZL","New Zealand","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,39607.526309,,
"NZL","New Zealand","T_GDPHRS","GDP per hour worked","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,42.345881,,
"NZL","New Zealand","T_GDPEMP","GDP per person employed","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,74274.674642,,
"NZL","New Zealand","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",1.044485,,
"NZL","New Zealand","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",69.378174,,
"NZL","New Zealand","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",62.5575,,
"NZL","New Zealand","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",62.841389,,
"NZL","New Zealand","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",110.903049,,
"NOR","Norway","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2018","2018","NATCUR","National currency","6","Millions",,,3553900,,
"NOR","Norway","T_GDPPOP","GDP per head of population","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,669032.37952,,
"NOR","Norway","T_GDPHRS","GDP per hour worked","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,922.851207,,
"NOR","Norway","T_GDPEMP","GDP per person employed","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,1272886.8195,,
"NOR","Norway","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","6","Millions",,,370296.235,,
"NOR","Norway","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,69709.381589,,
"NOR","Norway","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,96.155865,,
"NOR","Norway","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,132627.59133,,
"NOR","Norway","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","6","Millions",,,327566.545,,
"NOR","Norway","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,61665.388742,,
"NOR","Norway","T_GDPHRS","GDP per hour worked","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,85.060126,,
"NOR","Norway","T_GDPEMP","GDP per person employed","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,117323.2611,,
"NOR","Norway","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",1.79652,,
"NOR","Norway","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",110.574259,,
"NOR","Norway","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",128.635741,,
"NOR","Norway","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",101.614705,,
"NOR","Norway","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",85.959204,,
"POL","Poland","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2018","2018","NATCUR","National currency","6","Millions",,,2121555,,
"POL","Poland","T_GDPPOP","GDP per head of population","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,55230.130425,,
"POL","Poland","T_GDPHRS","GDP per hour worked","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,72.374891,,
"POL","Poland","T_GDPEMP","GDP per person employed","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,129333.93076,,
"POL","Poland","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","6","Millions",,,1214376.603,,
"POL","Poland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,31613.688152,,
"POL","Poland","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,41.427337,,
"POL","Poland","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,74030.651804,,
"POL","Poland","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","6","Millions",,,1162357.926,,
"POL","Poland","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,30259.493557,,
"POL","Poland","T_GDPHRS","GDP per hour worked","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,39.652768,,
"POL","Poland","T_GDPEMP","GDP per person employed","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,70859.496699,,
"POL","Poland","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",5.89164,,
"POL","Poland","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",50.146194,,
"POL","Poland","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",55.420813,,
"POL","Poland","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",56.719743,,
"POL","Poland","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",90.482602,,
"PRT","Portugal","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2018","2018","NATCUR","National currency","6","Millions",,,205184.124,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,19952.16982,,
"PRT","Portugal","T_GDPHRS","GDP per hour worked","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,24.24786,,
"PRT","Portugal","T_GDPEMP","GDP per person employed","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,41754.815555,,
"PRT","Portugal","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","6","Millions",,,359232.261,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,34931.859916,,
"PRT","Portugal","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,42.452669,,
"PRT","Portugal","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,73103.496056,,
"PRT","Portugal","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","6","Millions",,,333668.482,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,32446.029872,,
"PRT","Portugal","T_GDPHRS","GDP per hour worked","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,39.431641,,
"PRT","Portugal","T_GDPEMP","GDP per person employed","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,67901.286176,,
"PRT","Portugal","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",1.742842,,
"PRT","Portugal","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",55.409537,,
"PRT","Portugal","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",56.792485,,
"PRT","Portugal","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",56.009388,,
"PRT","Portugal","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",97.564909,,
"SVK","Slovak Republic","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2018","2018","NATCUR","National currency","6","Millions",,,89505.506,,
"SVK","Slovak Republic","T_GDPPOP","GDP per head of population","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,16435.058634,,
"SVK","Slovak Republic","T_GDPHRS","GDP per hour worked","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,21.707098,,
"SVK","Slovak Republic","T_GDPEMP","GDP per person employed","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,36987.244112,,
"SVK","Slovak Republic","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","6","Millions",,,171886.539,,
"SVK","Slovak Republic","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,31561.91695,,
"SVK","Slovak Republic","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,41.686351,,
"SVK","Slovak Republic","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,71030.371891,,
"SVK","Slovak Republic","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","6","Millions",,,177219.192,,
"SVK","Slovak Republic","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,32541.102127,,
"SVK","Slovak Republic","T_GDPHRS","GDP per hour worked","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,42.979639,,
"SVK","Slovak Republic","T_GDPEMP","GDP per person employed","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,73234.03675,,
"SVK","Slovak Republic","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",0.833921,,
"SVK","Slovak Republic","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",50.064073,,
"SVK","Slovak Republic","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",55.767317,,
"SVK","Slovak Republic","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",54.421031,,
"SVK","Slovak Republic","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",89.773143,,
"ESP","Spain","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2018","2018","NATCUR","National currency","6","Millions",,,1204241,,
"ESP","Spain","T_GDPPOP","GDP per head of population","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,25770.844516,,
"ESP","Spain","T_GDPHRS","GDP per hour worked","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,35.756716,,
"ESP","Spain","T_GDPEMP","GDP per person employed","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,60745.700983,,
"ESP","Spain","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","6","Millions",,,1905614.461,,
"ESP","Spain","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,40780.287319,,
"ESP","Spain","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,56.582125,,
"ESP","Spain","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,96125.182781,,
"ESP","Spain","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","6","Millions",,,1761669.153,,
"ESP","Spain","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,37699.847315,,
"ESP","Spain","T_GDPHRS","GDP per hour worked","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,52.308054,,
"ESP","Spain","T_GDPEMP","GDP per person employed","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,88864.129023,,
"ESP","Spain","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",9.245232,,
"ESP","Spain","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",64.686416,,
"ESP","Spain","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",75.69464,,
"ESP","Spain","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",73.647814,,
"ESP","Spain","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",85.457062,,
"SWE","Sweden","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2018","2018","NATCUR","National currency","6","Millions",,,4828306,,
"SWE","Sweden","T_GDPPOP","GDP per head of population","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,474516.43152,,
"SWE","Sweden","T_GDPHRS","GDP per hour worked","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,646.080365,,
"SWE","Sweden","T_GDPEMP","GDP per person employed","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,947153.81447,,
"SWE","Sweden","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","6","Millions",,,544916.384,,
"SWE","Sweden","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,53553.312075,,
"SWE","Sweden","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,72.915796,,
"SWE","Sweden","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,106894.55715,,
"SWE","Sweden","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","6","Millions",,,513568.914,,
"SWE","Sweden","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,50472.544286,,
"SWE","Sweden","T_GDPHRS","GDP per hour worked","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,68.72116,,
"SWE","Sweden","T_GDPEMP","GDP per person employed","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,100745.22118,,
"SWE","Sweden","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",2.643703,,
"SWE","Sweden","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",84.947215,,
"SWE","Sweden","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",97.545558,,
"SWE","Sweden","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",81.898938,,
"SWE","Sweden","T_HRSPOP","Labour utilisation (hours worked per head of population)","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",87.084657,,
"CHE","Switzerland","T_GDP","Gross Domestic Product (GDP); millions","C","National currency, current prices","2018","2018","NATCUR","National currency","6","Millions",,,719613.789,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,84517.978283,,
"CHE","Switzerland","T_GDPHRS","GDP per hour worked","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,91.194985,,
"CHE","Switzerland","T_GDPEMP","GDP per person employed","C","National currency, current prices","2018","2018","NATCUR","National currency","0","Units",,,142088.45316,,
"CHE","Switzerland","T_GDP","Gross Domestic Product (GDP); millions","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","6","Millions",,,610525.001,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,71705.600372,,
"CHE","Switzerland","T_GDPHRS","GDP per hour worked","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,77.370416,,
"CHE","Switzerland","T_GDPEMP","GDP per person employed","CPC","USD, current prices, current PPPs","2018","2018","USD","US Dollar","0","Units",,,120548.76426,,
"CHE","Switzerland","T_GDP","Gross Domestic Product (GDP); millions","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","6","Millions",,,583912.766,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,68580.017824,,
"CHE","Switzerland","T_GDPHRS","GDP per hour worked","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,73.997909,,
"CHE","Switzerland","T_GDPEMP","GDP per person employed","VPVOB","USD, constant prices, 2015 PPPs","2018","2018","USD","US Dollar","0","Units",,,115294.15218,,
"CHE","Switzerland","T_GDP","Gross Domestic Product (GDP); millions","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",2.962008,,
"CHE","Switzerland","T_GDPPOP","GDP per head of population","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",113.740697,,
"CHE","Switzerland","T_GDPHRS","GDP per hour worked","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",103.504875,,
"CHE","Switzerland","T_GDPEMP","GDP per person employed","PCTUS","As % of the USA (USA=100)","2018","2018","PC","Percentage","0","Units","USA_100","USA=100",92.360323,,
